discussion_answer_id,ualberta_discussions_user_id,course_id,discussion_answer_content,discussion_question_id,discussion_answer_parent_discussion_answer_id,discussion_answer_created_ts,discussion_answer_updated_ts
"42yHIBqNEeaLhQ74Ufc-sQ",5ee214b26b3b3693185eefe052a4363a39e63863,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks @Mohamed El-Feky, Yes my certificate body has been changed finally :)</text></co-content>","GUknGwQuEeawFQ5rY6ZGGQ","nG8ikRgJEeawBQpBGS9q9w",2016-05-15 11:12:18.963,2016-05-15 11:12:18.963
"pOK_cQe0EeaFxAruJmtipQ",af156d935c655f17c7e0eaa4828b16620ab9b665,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>you can send me the link at my direct email : drwin23@hotmail.com </text></co-content>","hcCu6gZLEeaGYRLQcnuUpQ","ddylCweTEea9ygrU1TZnpw",2016-04-21 11:31:52.321,2016-04-21 11:31:52.321
"9yp1xwYaEea-oQoewLh7bQ",dde53e7b8fb09a18e62c257f1547d8151cccec43,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Test</text></co-content>","3TRvRvACEeWeyQ6xu8k3Vw","",2016-04-19 10:39:16.705,2016-04-20 03:32:15.705
"2KqmDgYZEeameQ5yARF2wQ",dde53e7b8fb09a18e62c257f1547d8151cccec43,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Test</text></co-content>","km9L-_kIEeWEAhLOZ9BW_w","",2016-04-19 10:31:16.039,2016-04-19 19:40:33.43
"7A547gYVEeaGrhI0SW4tcQ",dde53e7b8fb09a18e62c257f1547d8151cccec43,"99SZyjVxEeW6RApRXdjJPw","<co-content><text><strong>Ivan:</strong> Thanks for bringing this up.</text><text><strong>Morgan: </strong>It was Assignment 5.2. It was my submission that was copied. I marked the other assignment too and noticed it was a direct copy of my own (right down to forgetting to bold my second risk name). I marked him all wrong and commented that he should submit his own work so he could have the chance to change it. In hindsight, I should have just brutally flagged him to protect myself after all the work I have put into this Specialization. </text><text>If it helps and you can see it  you could look at which assignments I marked for Assignment 5.2 as one of them may still be the same as my submission. I don't think I edited it after its first submission.</text></co-content>","km9L-_kIEeWEAhLOZ9BW_w","WmByTgLNEeagVwrGhMvzTw",2016-04-19 10:03:10.583,2016-04-19 20:21:18.775
"zeghwAYZEeaHpBJJunFe4w",dde53e7b8fb09a18e62c257f1547d8151cccec43,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Test</text></co-content>","km9L-_kIEeWEAhLOZ9BW_w","WmByTgLNEeagVwrGhMvzTw",2016-04-19 10:30:57.987,2016-04-19 19:39:41.188
"SUPFBPpKEeWqpApEWVJglQ",dde53e7b8fb09a18e62c257f1547d8151cccec43,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>The idea behind leaving the High Risk/Low Priority stories in the backlog or until last in project is that they entail a large amount of risk for little value added (because of their low priority). Undertaking these stories could use up precious time and developer effort/morale, if they run into problems, which could be used to complete more useful or less risky stories. </text><text>The idea  to schedule the High Risk/High Priority stories first is so problems implementing the Important features in them are found and can be dealt with earlier.</text></co-content>","BOLh-Pm2EeWEAhLOZ9BW_w","",2016-04-04 09:47:46.837,2016-04-04 09:50:47.818
"YKRxLwYYEeah3g6V3t-hIQ",dde53e7b8fb09a18e62c257f1547d8151cccec43,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>It was my assignment that was copied. Ivan is correct it was Assignment 5.2. I also marked the other submission on (14th April) or the next few days after I submitted mine and left a comment that he should submit his own work. I should have just brutally flagged it given the amount of time and work I have put into the Specialization. Hope the information helps.</text></co-content>","km9L-_kIEeWEAhLOZ9BW_w","WmByTgLNEeagVwrGhMvzTw",2016-04-19 10:20:45.175,2016-04-19 10:20:45.175
"U7RhAgYcEeaKcgo5QGzd4w",dde53e7b8fb09a18e62c257f1547d8151cccec43,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Looks like it worked. YAY!</text></co-content>","N3NolQYcEea9ygrU1TZnpw","",2016-04-19 10:49:01.456,2016-04-19 10:49:01.456
"i_cm8gYcEea-oQoewLh7bQ",dde53e7b8fb09a18e62c257f1547d8151cccec43,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>That's just wierd. If the TA's look into it, it was this Discussion: https://www.coursera.org/learn/software-product-management-capstone/discussions/km9L-_kIEeWEAhLOZ9BW_w</text></co-content>","N3NolQYcEea9ygrU1TZnpw","",2016-04-19 10:50:35.846,2016-04-19 10:50:35.846
"nui5igZuEeaaMw44Rr_fjQ",dde53e7b8fb09a18e62c257f1547d8151cccec43,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks guys</text></co-content>","N3NolQYcEea9ygrU1TZnpw","qWXGDAZIEea-oQoewLh7bQ",2016-04-19 20:38:06.36,2016-04-19 20:38:06.36
"qqZXIwW7EeajlxJZnaVADw",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Congrats!</text><text>Any recommendations?: Keep it up!</text><text>It all depends to where your heart leads. You can only join the dots to the past.</text></co-content>","qbZHdwTREeauAAp_SRa7YQ","",2016-04-18 23:17:06.143,2016-04-18 23:17:43.246
"OTcsQQeUEeameQ5yARF2wQ",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Congratulations Abdellah! :)</text></co-content>","6I2m1v3FEeWu1Q5gvOuhYQ","",2016-04-21 07:39:47.785,2016-04-21 07:39:47.785
"dlOp9geTEeaiUQ6wdOplXw",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I used OpenOffice and Google docs. the prediction line was actually a column with a formula with the sum/count so it actually calculated dynamically how many sprints did I needed .</text></co-content>","hcCu6gZLEeaGYRLQcnuUpQ","",2016-04-21 07:34:20.816,2016-04-21 07:34:20.816
"bDwbQgjaEeapsg5V67N9Xw",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Btw Morgan already replied to a similar question <a href=\"https://www.coursera.org/learn/software-product-management-capstone/forum/fASrHeVgEeWAzxJelNFrFw/discussions/hGbtWgUCEeaQlgqeW2LgFQ/replies/I1AEpwWDEeaQlgqeW2LgFQCopy\">https://www.coursera.org/learn/software-product-management-capstone/forum/fASrHeVgEeWAzxJelNFrFw/discussions/hGbtWgUCEeaQlgqeW2LgFQ/replies/I1AEpwWDEeaQlgqeW2LgFQCopy</a></text><text/><text/></co-content>","qbZHdwTREeauAAp_SRa7YQ","BWVEIQjJEeahtBJodWmeEw",2016-04-22 22:34:49.315,2016-04-22 22:35:21.402
"Av_GrQeUEeaHBA6TeOVQuw",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>nice review, congratulations Shatou!</text></co-content>","9jk4DgNUEeaFRBL8xcPRow","",2016-04-21 07:38:16.825,2016-04-21 07:38:16.825
"bOXslPheEeWHHgo1wDl8Bw",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan, thanks for the reply.</text><text>I'm talking about the video in Week 4. Lesson 4.4 *a \"Video Simulation: Client Demo &amp; Backlog Refinements (Friday)\"</text><text>At 4:25 they start proposing new User Stories as a team (nice addition), and Kat makes some comments to Josh's and Alexa's proposals. </text><text>This is a great addition to the video, but as a learner, i feel that that scene would have been much more valuable on the prior weeks, before we were assigned to write User Stories. It would have been a nice refresher.  (As well as the SPs estimation finger technique).</text><text>*a url : <a href=\"https://www.coursera.org/learn/software-product-management-capstone/lecture/VsPwR/4-4-video-simulation-client-demo-backlog-refinements-friday/discussions/FHsib_egEeW3UQqDzupm-w/replies/RnyEjvgiEeWRJQquNiz-Jw?utm_medium=email&amp;utm_source=other&amp;utm_campaign=opencourse.discourse.software-product-management-capstone~opencourse.discourse.99SZyjVxEeW6RApRXdjJPw.FHsib_egEeW3UQqDzupm-w~RnyEjvgiEeWRJQquNiz-Jw\">https://www.coursera.org/learn/software-product-management-capstone/lecture/VsPwR/4-4-video-simulation-client-demo-backlog-refinements-friday/discussions/FHsib_egEeW3UQqDzupm-w/replies/RnyEjvgiEeWRJQquNiz-Jw?utm_medium=email&amp;utm_source=other&amp;utm_campaign=opencourse.discourse.software-product-management-capstone~opencourse.discourse.99SZyjVxEeW6RApRXdjJPw.FHsib_egEeW3UQqDzupm-w~RnyEjvgiEeWRJQquNiz-Jw</a></text><text/></co-content>","FHsib_egEeW3UQqDzupm-w","RnyEjvgiEeWRJQquNiz-Jw",2016-04-01 23:06:54.229,2016-04-01 23:06:54.229
"_gxNQAeREeaHBA6TeOVQuw",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>there are all kinds of products. each one CAN have different processes (though they might have similarities, scrum and kanban were used on factories) .</text><text>software pm is more linked with the software processes. </text><text></text><text>I would say that you could, but you'll be using 80% of what you've learn and maybe have to learn a 20% more to the specific industry you are working on.</text><text>though scrum, agile and kanban are all applicable at some degree on most industries.</text><text>I've heard they have been used even for IC design, though they where expensive at first to adapt to agile, with prototypes they got to do agile. </text></co-content>","Etra1PWLEeWSBxKpjBqu3Q","",2016-04-21 07:23:49.525,2016-04-21 07:23:49.525
"ddylCweTEea9ygrU1TZnpw",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I used OpenOffice and Google docs. the prediction line was actually a column with a formula with the sum/count so it actually calculated dynamically how many sprints did I needed .</text></co-content>","hcCu6gZLEeaGYRLQcnuUpQ","",2016-04-21 07:34:20.036,2016-04-21 07:34:20.036
"cOsNSQW5EeaDjhJE0SlnTQ",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Congratulations!</text><text/></co-content>","JxK0RgSEEeaQlgqeW2LgFQ","",2016-04-18 23:01:10.292,2016-04-18 23:01:10.292
"n1VSgQs1Eea0FgrDsuIyMQ",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>This is my doc for the burndown <a href=\"https://docs.google.com/spreadsheets/d/1WgNf1shFuyK6nXDeruP3u_uup_8lVPGrJo-Yh96RORs/edit?usp=sharing\">https://docs.google.com/spreadsheets/d/1WgNf1shFuyK6nXDeruP3u_uup_8lVPGrJo-Yh96RORs/edit?usp=sharing</a></text><text>i had to delete the data to not reveal the solution, all you need to do is analyze the info and fill in the data.</text><text>the other charts are variations of it. you can use bars if you want to. its pretty easy to do.</text><text>@Morgan or other SP teachers, if this goes against the rules, please delete this post. </text></co-content>","hcCu6gZLEeaGYRLQcnuUpQ","ddylCweTEea9ygrU1TZnpw",2016-04-25 22:32:41.572,2016-04-25 22:33:09.005
"qqgddQeTEeameQ5yARF2wQ",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>me too :) congratulations!!</text></co-content>","tWiBzwZkEeaKcgo5QGzd4w","RA-VugcNEeah3g6V3t-hIQ",2016-04-21 07:35:48.611,2016-04-21 07:35:48.611
"r08-af3XEeWftQ4Vb9ltCw",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hey Nina. Thanks! </text><text>I'll check it out when i have some free time :) </text><text>I also recommend helping out those who are at earlier weeks like i did. There are many stuck at week 2. Helping them out will make it faster that other people reach where you are :) it's a win-win :)</text><text/></co-content>","RW24dfo0EeWRJQquNiz-Jw","mhi74vzPEeWS4Ar9qFG8UQ",2016-04-08 22:17:30.567,2016-04-08 22:17:30.567
"RJtg7vUVEeWi3hK4t5iOYw",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks i had the idea that it would affect my final grade.</text><text>\"That's why i guess u shared your review link.\" No, i shared it so you could verify i was saying the truth.</text><text>(i removed the link because i already got all the grandings and i was suggested by the staff to remove the link so nobody grades me in vane instead of somebody who needs it)</text></co-content>","uhdi3fRvEeWi3hK4t5iOYw","g3VEfPTVEeWuFQ44bDlsAw",2016-03-28 18:45:39.882,2016-04-03 03:42:55.622
"ORCvtPYcEeWmrgpxaSyEow",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thank you Morgan. I've already re-submitted and two users already reviewed it quickly, so it's solved :)</text></co-content>","uhdi3fRvEeWi3hK4t5iOYw","S882uPXNEeWmrgpxaSyEow",2016-03-30 02:07:58.158,2016-03-30 02:07:58.158
"IKK9YgW-EeaHBA6TeOVQuw",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Congratulations!</text></co-content>","hGbtWgUCEeaQlgqeW2LgFQ","I1AEpwWDEeaQlgqeW2LgFQ",2016-04-18 23:34:43.084,2016-04-18 23:34:43.084
"3I1vy_lOEeWYIQ4BcV9YKQ",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>uff i struggled to find that, i assumed that the spreadsheet was correct. it was very confusing.</text></co-content>","lW01gPKREeWlJhJpbKSYeQ","G7GyWvXuEeWB9gr2ttYzXQ",2016-04-03 03:48:00.769,2016-04-03 03:48:00.769
"iUq0LweTEea-oQoewLh7bQ",bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>maybe I can put a link to my doc here if the staff allows it</text></co-content>","hcCu6gZLEeaGYRLQcnuUpQ","ddylCweTEea9ygrU1TZnpw",2016-04-21 07:34:52.634,2016-04-21 07:34:52.634
"Lp-vPDt4EeaVABKtWz_zNw",2a4fd5d97b931e2a61745d6db234f0d9eb641b6e,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Morgan, yes thanks to you, I also have been able to complete some assignments. So thanks to you and your team for a great Specialisation course! I'd for sure sign up for more. </text></co-content>","3Omp4DdJEeaKiRJh72RApw","",2016-06-26 08:30:04.571,2016-06-26 08:30:04.571
"HEUuYzZ4Eea8sQoZSoJycw",2a4fd5d97b931e2a61745d6db234f0d9eb641b6e,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks Jesse, </text><text>That is helpful despite already I have uploaded an incorrect burndown chart...without displaying any added story points! I'll go back to the class handouts and check how I display the added story points. I agree the adjustable floor looks confusing, for me it doesn't display the info clearly. Thank you for your time to respond Jesse. </text><text>Leonie</text></co-content>","DSB4lzXqEea59wpyDiVD_w","",2016-06-19 23:46:57.965,2016-06-19 23:46:57.965
"wwY-7gANEeahAhJG54yYkQ",8449eb049cf23b58beb6c9cf069b1b66764c9881,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I nameed my plan differently so I could be sure the new one uploaded, and everything went fine. Thanks Morgan!</text></co-content>","_Df-i_3JEeWlQw7xlSHNnQ","",2016-04-11 17:49:38.792,2016-04-11 17:49:38.792
"JZ1Xy_qjEeWs9Q5ernAFuQ",8449eb049cf23b58beb6c9cf069b1b66764c9881,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I had simlar issue with my Android phone, so I am just using my laptop.</text></co-content>","OpjOhPU2EeWbXA5c3AKwjQ","MpSWGvXMEeWmrgpxaSyEow",2016-04-04 20:23:52.235,2016-04-04 20:23:52.235
"30vdXvHfEeWlJhJpbKSYeQ",8449eb049cf23b58beb6c9cf069b1b66764c9881,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Yes: we submit our own link as described. Then we get one (or two?) sets of requirements to review in detail by marking up the \"original\" document with suggestions, corrections, etc. Not being familar with Google docs, we just sort of save it when we are done?</text></co-content>","lwJaGvFBEeWkUAr_DMJ5Lw","",2016-03-24 16:45:53.096,2016-03-24 16:45:53.096
"1Abnu_3dEeWu1Q5gvOuhYQ",8449eb049cf23b58beb6c9cf069b1b66764c9881,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I reviewed your assignment</text><text/></co-content>","WUWWj_3HEeWS4Ar9qFG8UQ","",2016-04-08 23:01:29.149,2016-04-08 23:01:29.149
"zLJIHvtBEeWhAhJG54yYkQ",8449eb049cf23b58beb6c9cf069b1b66764c9881,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>This happened to me as well, once I got my grade it became unlocked.</text></co-content>","OWVUPvsiEeWZDQ5TnbLmpw","",2016-04-05 15:19:33.035,2016-04-05 15:19:33.035
"hAntIwZnEeajlxJZnaVADw",8449eb049cf23b58beb6c9cf069b1b66764c9881,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks everyone!</text></co-content>","aRO7-AZQEeaHBA6TeOVQuw","",2016-04-19 19:47:14.802,2016-04-19 19:47:14.802
"EtVn7vHdEeWnOBISxifLdw",8449eb049cf23b58beb6c9cf069b1b66764c9881,"99SZyjVxEeW6RApRXdjJPw","<co-content><text> Thanks,  Morgan. Now I am reading things about screen shots, etc, and am confused. Are we supposed to take pictures of the documents after we review them and submit them along with the document suggestions? I can see the place to submit my own link, but not much information on the review your classmates' work.    </text></co-content>","lwJaGvFBEeWkUAr_DMJ5Lw","",2016-03-24 16:25:51.071,2016-03-24 16:25:51.071
"hOR9swpaEeaqFhJWgHcbtw",07cfeee37c178d1fba1302d4741bf178b57522e0,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Vlad, </text><text>It's done for you. </text><text>Thanks,</text><text>Good luck</text></co-content>","7gR_ego3Eeau9AoaFBtgPw","nvPW2Qo6Eeay7RIMsC5_hw",2016-04-24 20:24:17.428,2016-04-24 20:24:17.428
"IyY1pgpAEeapsg5V67N9Xw",07cfeee37c178d1fba1302d4741bf178b57522e0,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Cristina,</text><text>Thanks for your consideration. These two are my ungraded assignmets:</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/8hQcr/3-12-assignment-iteration-plan-for-sprint-1-graded/review/ES0r8AU0Eea4QQ6KgOwBaQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/8hQcr/3-12-assignment-iteration-plan-for-sprint-1-graded/review/ES0r8AU0Eea4QQ6KgOwBaQ</a></text><text/><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/jDnF8/3-13-assignment-product-wireframe-graded/review/E_OSNwWeEeasvw54ztW_yw\">https://www.coursera.org/learn/software-product-management-capstone/peer/jDnF8/3-13-assignment-product-wireframe-graded/review/E_OSNwWeEeasvw54ztW_yw</a></text><text>Thanks,</text><text>Raya</text></co-content>","7gR_ego3Eeau9AoaFBtgPw","nvPW2Qo6Eeay7RIMsC5_hw",2016-04-24 17:15:26.527,2016-04-24 17:15:26.527
"oWWUEApXEeatoxIqWXQc8Q",07cfeee37c178d1fba1302d4741bf178b57522e0,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>You asked how I created my wireframe. I used Balsamiq software. It's very handy with lots of applicable tools:</text><text><a href=\"https://balsamiq.com/\">https://balsamiq.com/</a></text><text>and tanks for your review. </text><text/></co-content>","7gR_ego3Eeau9AoaFBtgPw","nvPW2Qo6Eeay7RIMsC5_hw",2016-04-24 20:03:36.76,2016-04-24 20:03:36.76
"0dXVEgpNEeadCAokotFXQQ",07cfeee37c178d1fba1302d4741bf178b57522e0,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks Cristina for your help. </text><text>Muito Obregada!</text></co-content>","7gR_ego3Eeau9AoaFBtgPw","nvPW2Qo6Eeay7RIMsC5_hw",2016-04-24 18:53:23.059,2016-04-24 18:53:23.059
"jVicvQ48Eea63hJ3Ni_BAw",7093d8ea0c2749990f767dbb9c8bcd568aee97dc,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I also disagree here. Acceptance criteria should really be defined from the business side (I'd consider this one of the tasks of an SPM) since that is the expectation for a given feature and the actual \"worth\" it provides. How do you want to verify the product if you didn't define acceptance criteria? Of course devs are able to do that, but the chance of misunderstandings is very high.</text></co-content>","vCgL2QGTEeamGg7Dz_SaMQ","",2016-04-29 18:59:51.36,2016-04-29 18:59:51.36
"SXVl3gcqEeaDjhJE0SlnTQ",7093d8ea0c2749990f767dbb9c8bcd568aee97dc,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I also used Excel. You can combine multiple chart types in Excel as well, it is not straightforward but also not very difficult. Check this link:</text><text><a href=\"https://blogs.office.com/2012/06/21/combining-chart-types-adding-a-second-axis/#5j7RsHhYZQkH79uO.97\">https://blogs.office.com/2012/06/21/combining-chart-types-adding-a-second-axis/#5j7RsHhYZQkH79uO.97</a></text></co-content>","hcCu6gZLEeaGYRLQcnuUpQ","",2016-04-20 19:01:28.383,2016-04-20 19:01:43.064
"-dabXwzUEeaVPQ6kCMKyuQ",38d7cc49bb2f3a13b55af9f19a52eb05742e818d,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Jose,</text><text>I just graded yours, could you grade mine?</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/jpE1rwtXEeaqig5uXwUeGw\">https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/jpE1rwtXEeaqig5uXwUeGw</a></text><text>Thank you!</text></co-content>","y9SVFQyxEeaNagrozOF-VQ","",2016-04-28 00:05:54.557,2016-04-28 02:19:50.097
